0	0	0	0	0	0	-1	-7.966724462383654
0	0	1	0	0	0	-1	-2.652043469927321
0	0	2	0	0	0	-1	2.894367347102244
0	0	3	0	0	0	-1	7.911704483307466
0	0	4	0	0	0	-1	11.74419310394341
0	0	5	0	0	0	-1	13.78470902036447
0	0	6	0	0	0	-1	13.86838681985127
0	0	7	0	0	0	-1	12.4053163520659
0	0	8	0	0	0	-1	10.07079353551809
0	0	9	0	0	0	-1	7.417526852739668
0	0	10	0	0	0	-1	4.822188419570926
0	0	11	0	0	0	-1	2.646565619794814
0	0	12	0	0	0	-1	1.196060891968509
0	0	13	0	0	0	-1	0.4818445831115287
0	0	14	0	0	0	-1	0.209146433160598
0	0	15	0	0	0	-1	0.0808947928439665
0	0	16	0	0	0	-1	0.00456388843851345
0	0	17	0	0	0	-1	-0.01141001854011269
0	0	18	0	0	0	-1	0.001875567561554836
0	0	19	0	0	0	-1	0.00347899763513546
0	0	20	0	0	0	-1	-0.002590307555192921
0	1	0	1	1	0	-1	-2.577448518732717
0	1	1	1	1	0	-1	0.228054099124102
0	1	2	1	1	0	-1	2.454640281433889
0	1	3	1	1	0	-1	4.007619473785824
0	1	4	1	1	0	-1	5.035210910330199
0	1	5	1	1	0	-1	5.454635704368084
0	1	6	1	1	0	-1	5.065284043144894
0	1	7	1	1	0	-1	3.898055414017936
0	1	8	1	1	0	-1	2.394872268201894
0	1	9	1	1	0	-1	1.155370226008491
0	1	10	1	1	0	-1	0.4841242768793668
0	1	11	1	1	0	-1	0.2432526576908274
0	1	12	1	1	0	-1	0.1409863405899504
0	1	13	1	1	0	-1	0.04880449254351216
0	1	14	1	1	0	-1	-0.003594323241763524
0	1	15	1	1	0	-1	-0.003295369906778295
0	1	16	1	1	0	-1	0.005623713501189831
0	1	17	1	1	0	-1	0.0008131629958711155
0	1	18	1	1	0	-1	-0.002928487206905044
0	1	19	1	1	0	-1	0.000184870496150724
0	1	0	1	1	1	-1	5.912356689188313
0	1	1	1	1	1	-1	6.450657793881017
0	1	2	1	1	1	-1	6.227635735908744
0	1	3	1	1	1	-1	4.925296655457873
0	1	4	1	1	1	-1	2.101574292083718
0	1	5	1	1	1	-1	-1.883614451093685
0	1	6	1	1	1	-1	-5.541854417240155
0	1	7	1	1	1	-1	-7.107862671495231
0	1	8	1	1	1	-1	-6.047616596726139
0	1	9	1	1	1	-1	-3.604100175741697
0	1	10	1	1	1	-1	-1.581800456446649
0	1	11	1	1	1	-1	-0.7113415311030121
0	1	12	1	1	1	-1	-0.4744856435684153
0	1	13	1	1	1	-1	-0.2508249380668232
0	1	14	1	1	1	-1	-0.02231237311744575
0	1	15	1	1	1	-1	0.03098638161125017
0	1	16	1	1	1	-1	-0.01569546467302885
0	1	17	1	1	1	-1	-0.01499005092657145
0	1	18	1	1	1	-1	0.01204670027468295
0	1	19	1	1	1	-1	0.004924654519811277
0	1	0	1	1	2	-1	-2.763211831765017
0	1	0	3	1	2	-1	1.777664763117251
0	1	1	1	1	2	-1	-3.068531711813543
0	1	1	3	1	2	-1	2.022524463308486
0	1	2	1	1	2	-1	-2.822989442234105
0	1	2	3	1	2	-1	1.800382143412543
0	1	3	1	1	2	-1	-2.383169196720298
0	1	3	3	1	2	-1	1.392572814878154
0	1	4	1	1	2	-1	-1.896361636983874
0	1	4	3	1	2	-1	1.051829643720335
0	1	5	1	1	2	-1	-1.435257138927399
0	1	5	3	1	2	-1	0.9066533312815777
0	1	6	1	1	2	-1	-1.048282898144209
0	1	6	3	1	2	-1	0.8786785732582167
